!nu(Hz)         F(ergcm-2s-1)   delta_nu(-)     delta_nu(+)     delta_F(-)      delta_F(+)	aperture(arcsec)	instrument
4.7952e+14	6.6804e-12	4.5976e+13	4.5976e+13	1.8206e-13	1.8716e-13	0.0			R_NOT_HIRAC
5.4827e+14	5.4923e-12	3.6020e+13	3.6020e+13	3.7466e-13	3.7466e-13	5.0			UVOT
6.8259e+14	3.5584e-12	6.8196e+13	6.8196e+13	2.2593e-13	2.2593e-13	5.0			UVOT
8.6520e+14	2.7397e-12	8.8034e+13	8.8034e+13	1.8332e-13	1.8332e-13	5.0			UVOT
1.1530e+15	2.3588e-12	1.3560e+14	1.3560e+14	1.8183e-13	1.8183e-13	5.0			UVOT
1.3348e+15	2.5364e-12	1.3321e+14	1.3321e+14	2.0176e-13	2.0176e-13	5.0			UVOT
1.5549e+15	2.0836e-12	2.2637e+14	2.2637e+14	1.4250e-13	1.4250e-13	5.0			UVOT
